block_id,page,section,text,language,block_type,status,pair_id
p068_b0007,68,7.5.7,"Records of the results and, conclusion of validation and necessary actions from the",en,paragraph,paired,chunk_019_pair_015
p068_b0008,68,7.5.7,validation shall be maintained (see 4.2.4 and 4.2.5).,en,paragraph,paired,chunk_019_pair_015
p068_b0010,68,7.5.8,7.5.8 标识Identification,mixed,heading,paired,chunk_019_pair_016
p068_b0011,68,7.5.8,产品实现的全过程中的产品均依照形成文件的程序使用适宜的方法予以识别,zh,paragraph,paired,chunk_019_pair_017
p068_b0012,68,7.5.8,Products are identified by suitable means throughout product realization in accordance with,en,paragraph,paired,chunk_019_pair_017
p068_b0013,68,7.5.8,the documented procedures,en,paragraph,paired,chunk_019_pair_017
p068_b0015,68,7.5.8,在产品实现的整个过程中按照监视和测量要求识别产品的状态。在产品的生产、贮存,zh,paragraph,paired,chunk_020_pair_001
p068_b0016,68,7.5.8,的全过程中应保持产品状态的标识，确保只有通过所要求的检验和试验或经授权让步,zh,paragraph,paired,chunk_020_pair_001
p068_b0017,68,7.5.8,放行的产品才能被发送或使用。,zh,paragraph,paired,chunk_020_pair_001
p068_b0018,68,7.5.8,The Group shall identify product status with respect to monitoring and measurement,en,paragraph,paired,chunk_020_pair_001
p068_b0019,68,7.5.8,requirements throughout product realization. Identification of product status shall be,en,paragraph,paired,chunk_020_pair_001
p068_b0020,68,7.5.8,"maintained throughout production, storage, installation and servicing of product to ensure",en,paragraph,paired,chunk_020_pair_001
p068_b0021,68,7.5.8,that only product that has passed the required inspections and tests or released under an,en,paragraph,paired,chunk_020_pair_001
p068_b0022,68,7.5.8,authorized concession is dispatched or used.,en,paragraph,paired,chunk_020_pair_001
p068_b0024,68,7.5.8,如0.4.2 所列的适用的法规有要求，应将为医疗器械指定唯一器械标识的系统形成文,zh,paragraph,paired,chunk_020_pair_002
p068_b0025,68,7.5.8,件。仅NM 的产品适用此条款，其他的代加工产品，由对应的客户为医疗器械指定唯,mixed,paragraph,paired,chunk_020_pair_002
p068_b0026,68,7.5.8,一器械标识的系统形成文件。,zh,paragraph,paired,chunk_020_pair_002
p068_b0027,68,7.5.8,"If required by applicable regulatory requirements (see 0.4.2), the Group shall document a",en,paragraph,paired,chunk_020_pair_002
p068_b0028,68,7.5.8,system to assign unique device identification to the medical device. This regulation is only,en,paragraph,paired,chunk_020_pair_002
p068_b0029,68,7.5.8,valid to NM product. Client is responsible for document a system to assign unique device,en,paragraph,paired,chunk_020_pair_002
p068_b0030,68,7.5.8,identification to the respective OEM medical device.,en,paragraph,paired,chunk_020_pair_002
p068_b0032,68,7.5.8,集团公司应建立程序并形成文件以确保返回的医疗器械能被识别且能与合格品区分开,zh,paragraph,paired,chunk_020_pair_003
p068_b0033,68,7.5.8,来。,zh,paragraph,paired,chunk_020_pair_003
p068_b0034,68,7.5.8,The organization shall document procedures to ensure that medical devices returned to the,en,paragraph,paired,chunk_020_pair_003
p068_b0035,68,7.5.8,Group are identified and distinguished from conforming product.,en,paragraph,paired,chunk_020_pair_003
p068_b0037,68,7.5.9,7.5.9 可追溯性Traceability,mixed,heading,standalone,
p068_b0038,68,7.5.9,a) 总则General,mixed,paragraph,standalone,
p068_b0039,68,7.5.9,按照0.4.2 所列的适用法规的要求规定可追溯性的范围、程度以及拟保留的记录,zh,paragraph,paired,chunk_020_pair_006
p068_b0040,68,7.5.9,（见4.2.5），制定相应的程序并形成文件。,zh,paragraph,paired,chunk_020_pair_006
p068_b0041,68,7.5.9,The organization shall document procedures for traceability. These procedures shall,en,paragraph,paired,chunk_020_pair_006
p068_b0042,68,7.5.9,define the extent of traceability in accordance with applicable regulatory,en,paragraph,paired,chunk_020_pair_006
p069_b0001,69,7.5.9,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p069_b0002,69,7.5.9,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p069_b0003,69,7.5.9,页次Page No.： 第69页共83页,mixed,paragraph,header_footer,
p069_b0004,69,7.5.9,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,
p069_b0006,69,7.5.9,requirements(see 0.4.2) and the records to be maintained(see 4.2.5).,en,paragraph,paired,chunk_020_pair_006
p069_b0008,69,7.5.9,b) 植入性医疗器械的专用要求（不适用）,mixed,paragraph,paired,chunk_020_pair_009
p069_b0009,69,7.5.9,Particular requirements for implantable medical devices(Not Applicable),en,paragraph,paired,chunk_020_pair_009
p069_b0011,69,7.5.10,7.5.10 顾客财产Customer property,mixed,heading,standalone,
p069_b0012,69,7.5.10,集团公司维护在公司控制下或使用的客户财产。公司识别、验证、保护和维护供其使用 或构成产品一部分的客户财产。当客户财产发生丢失、损坏或发现不适用的情况时，应 报告客户并保持记录（见4.2.5）。,zh,paragraph,paired,chunk_020_pair_011
p069_b0013,69,7.5.10,"The Group exercises care with customer property while it is under the Group’s control or being used by the Group. The Group identifies, verifies, protects and safeguards customer property provided for use or incorporation into the product. If any customer property is lost, damaged or otherwise found to be unsuitable for use, this shall be reported to the customer and records maintained (see 4.2.5).",en,paragraph,paired,chunk_020_pair_011
p069_b0014,69,7.5.11,7.5.11 产品防护Preservation of Product,mixed,heading,standalone,
p069_b0015,69,7.5.11,集团公司应建立为使产品在加工、贮存、处置和流通期间符合要求而提供防护的程序并 形成文件，防护适用于医疗器械的组成部分。,zh,paragraph,paired,chunk_020_pair_013
p069_b0016,69,7.5.11,"The Group shall document procedures for preserving the conformity of product to requirements during processing, storage, handling, and distribution. Preservation shall apply",en,paragraph,paired,chunk_020_pair_013
p069_b0017,69,7.5.11,to the constituent parts of a medical device.,en,paragraph,paired,chunk_020_pair_013
p069_b0018,69,7.5.11,在产品的加工、贮存、处置和流通期间，当其暴露于预期条件和危险（源）时，集团公 司应通过以下方式防止产品发现变化、污染或损坏：,zh,paragraph,paired,chunk_020_pair_014
p069_b0019,69,7.5.11,"The Group shall protect product from alteration, contamination or damage when exposed to expected conditions and hazards during processing, storage, handling, and distribution by: a) 设计和制作适当的包装和货运包装箱；",mixed,paragraph,paired,chunk_020_pair_014
p069_b0020,69,7.5.11,Designing and constructing suitable packaging and shipping containers; b) 如果包装本身不能提供防护，将所需的特殊条件要求形成文件。,mixed,paragraph,paired,chunk_020_pair_014
p069_b0021,69,7.5.11,Documenting requirements for special conditions needed if packaging alone cannot provide preservation. 如果要求特殊条件，其应受控并予以记录（见4.2.5）,mixed,paragraph,paired,chunk_020_pair_014
p069_b0022,69,7.5.11,"If special conditions are required, they shall be controlled and recorded (see 4.2.5).",en,paragraph,paired,chunk_020_pair_014
p069_b0023,69,7.5.12,7.5.12 辅助程序Supporting Procedures,mixed,heading,standalone,
p069_b0024,69,7.5.12,QSP0703 客供财物处理,mixed,paragraph,paired,chunk_020_pair_016
p069_b0025,69,7.5.12,Customer Consigned Property Control,en,paragraph,paired,chunk_020_pair_016
p069_b0026,69,7.5.12,QSP0704 设计与开发控制及新产品引进控制,mixed,paragraph,paired,chunk_020_pair_017
p069_b0027,69,7.5.12,Design and Development Control and New Product Introduction Control,en,paragraph,paired,chunk_020_pair_017
p070_b0001,70,7.5.12,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p070_b0002,70,7.5.12,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p070_b0003,70,7.5.12,页次Page No.： 第70页共83页,mixed,paragraph,header_footer,
p070_b0004,70,7.5.12,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,
p070_b0006,70,7.5.12,QSP0705 技术文件的准备和控制,mixed,paragraph,paired,chunk_021_pair_001
p070_b0007,70,7.5.12,Preparation and Control of Technical Document,en,paragraph,paired,chunk_021_pair_001
p070_b0008,70,7.5.12,QSP0706 采购及外发加工Purchasing and Outsourcing Process,mixed,paragraph,standalone,
p070_b0009,70,7.5.12,QSP0707 供应商/外发加工/生产商评估与认可Evaluation & Approval of Vendor/Supplier,mixed,paragraph,standalone,
p070_b0010,70,7.5.12,QSP0708 生产运作Production Operation,mixed,paragraph,standalone,
p070_b0011,70,7.5.12,QSP0709 注塑组运作Injection Section Operation,mixed,paragraph,standalone,
p070_b0012,70,7.5.12,QSP0710 制程确认Process Validation,mixed,paragraph,standalone,
p070_b0013,70,7.5.12,QSP0711 货仓及生产车间清洁环境管理,mixed,paragraph,paired,chunk_021_pair_007
p070_b0014,70,7.5.12,Warehouse and Production Area Cleaning Environment Management,en,paragraph,paired,chunk_021_pair_007
p070_b0015,70,7.5.12,QSP0712 洁净车间环境监控Clean Room Environmental Control,mixed,paragraph,standalone,
p070_b0016,70,7.5.12,QSP0713 灭菌控制 Sterilization Control,mixed,paragraph,standalone,
p070_b0017,70,7.5.12,QSP0714 产品追溯Product Traceability,mixed,paragraph,standalone,
p070_b0018,70,7.5.12,QSP0715 设备的管理、维修及保养,mixed,paragraph,paired,chunk_021_pair_011
p070_b0019,70,7.5.12,"Management, Repair and Maintenance of Equipment",en,paragraph,paired,chunk_021_pair_011
p070_b0020,70,7.5.12,QSP0717 货仓运作及产品防护Warehouse Operation and Product Preserving,mixed,paragraph,standalone,
p070_b0021,70,7.5.12,QSP0718 香港物流运作HK Logistic Operation,mixed,paragraph,standalone,
p070_b0022,70,7.5.12,QSP0719 物料编号控制Part Number Control,mixed,paragraph,standalone,
p070_b0023,70,7.5.12,QSP0721 生产物料计划与控制Production Material Planning and Control QSP0722 临床评价Clinical Evaluation QSP0723 監管策略 Regulatory Strategy,mixed,paragraph,standalone,
p071_b0001,71,7.5.12,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p071_b0002,71,7.5.12,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p071_b0003,71,7.5.12,页次Page No.： 第71页共83页,mixed,paragraph,header_footer,
p071_b0004,71,7.5.12,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,
p071_b0006,71,7.6,7.6 监控和测量设备的控制Control of monitoring and measuring devices,mixed,heading,standalone,
p071_b0007,71,7.6,生产部和质量部负责确定各自责任范围的需实施的监控和测量以及所需的监控和测量装置，为 产品符合确定的要求提供证据(见7.2.1)。,zh,paragraph,paired,chunk_021_pair_017
p071_b0008,71,7.6,Production and Quality are responsible to determine and establish monitoring and measurement processes to be undertaken in their responsible areas and provide evidence of conformity that products and components conform to specific requirements (see 7.2.1).,en,paragraph,paired,chunk_021_pair_017
p071_b0009,71,7.6,集团公司建立了形成文件的程序以确保监控和测量活动可行并以与监控和测量要求相一致的方 式实施。,zh,paragraph,paired,chunk_021_pair_018
p071_b0010,71,7.6,Documented procedures are established to ensure that monitoring and measurement can be carried out and are carried out in a manner that is consistent with the monitoring and measurement,en,paragraph,paired,chunk_021_pair_018
p071_b0011,71,7.6,"requirements. These procedures included instructions for the use of test equipment to verify product conformity and where necessary, verification of the environmental condition necessary to perform testing. 为确保结果有效，必要时，测量设备应：",mixed,paragraph,paired,chunk_021_pair_018
p071_b0012,71,7.6,"Where necessary to ensure valid results, measuring equipments are: a) 对照能溯源到国际或国家标准的测量标准，按照规定的时间间隔或在使用前进行校准或检定；",mixed,paragraph,uncertain,
p071_b0013,71,7.6,当不存在上述标准时，应记录校准或检定的依据（见4.2.5）；,zh,paragraph,paired,chunk_021_pair_021
p071_b0014,71,7.6,"Calibrated or verified at specified intervals, or prior to use, against measurement standards traceable to international or national measurement standards; where no such standards exist, the basis used for calibration or verification shall be recorded（see 4.2.5）; b) 进行调整或必要时再调整；应记录这种调整或再调整（见4.2.5）；",mixed,paragraph,paired,chunk_021_pair_021
p071_b0015,71,7.6,Be adjusted or re-adjusted as necessary: such adjustments or re-adjustments shall be recorded(see 4.2.5); c) 得到识别，以确定其校准状态；,mixed,paragraph,uncertain,
p071_b0016,71,7.6,Identified to enable the calibration status to be determined; d) 防止可能使测量结果失效的调整；,mixed,paragraph,uncertain,
p071_b0017,71,7.6,Safeguarded from adjustments that would invalidate the measurement result; e) 在搬运、维护和贮存期间防止损坏或失效。,mixed,paragraph,uncertain,
p071_b0018,71,7.6,"Protected from damage and deterioration during handling, maintenance and storage. 集团公司应按照形成文件的程序执行校准或鉴定",mixed,paragraph,paired,chunk_021_pair_026
p071_b0019,71,7.6,The Group shall perform calibration or verification in accordance with documented procedures.,en,paragraph,paired,chunk_021_pair_026
p071_b0020,71,7.6,此外，当发现设备不符合要求时，对以往测量结果的有效性予以评价和记录，并对该设备和任 何受影响的产品采取适当的措施。品质工程师负责测量设备的校准和验证并保持校准和验证结 果的记录（见4.2.5）。,zh,paragraph,paired,chunk_021_pair_027
p072_b0001,72,7.6,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p072_b0002,72,7.6,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p072_b0003,72,7.6,页次Page No.： 第72页共83页,mixed,paragraph,header_footer,
p072_b0004,72,7.6,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,
p072_b0006,72,7.6,"In addition, the validity of the previous measuring results is assessed and recorded, and appropriate actions are taken on the equipment; and any non-conforming products affected by that equipment. Quality Engineer is responsible for the calibration and verification of measuring equipments and maintaining the records of the results of calibration and verification (see 4.2.5). 集团公司应将用于监视和测量要求的计算机软件应用的确认程序形成文件。此类软件的应用在 首次使用前应予以确认，适当时，此类软件或其应用更改后也应予确认。有关软件确认和再确 认的特定方法和活动应与软件使用有关的风险（包括对产品符合规范的能力的影响）相适应。",mixed,paragraph,paired,chunk_021_pair_027
p072_b0007,72,7.6,"The Group shall document procedures for the validation of the application of computer software used for the monitoring and measurement of requirements. Such software applications shall be validated prior to initial use and, as appropriate, after changes to such software or its application. The specific approach and activities associated with software validation and revalidation shall be proportionate to the risk associated with the use of the software, including the effect on the ability of the product to",en,paragraph,standalone,
p072_b0008,72,7.6,conform to specifications. 应保留确认的结果和结论以及确认所采取的必要措施的记录（见4.2.4 和4.2.5）。,mixed,paragraph,paired,chunk_022_pair_001
p072_b0009,72,7.6,"Records of the results and conclusion of validation and necessary actions from the validation shall be maintained (see 4.2.4 and 4.2.5). 辅助程序Supporting procedures, QSP0716 测量仪器之校准和控制 Calibration & Control of Measuring Instrument",mixed,paragraph,paired,chunk_022_pair_001
p073_b0001,73,7.6,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p073_b0002,73,7.6,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p073_b0003,73,7.6,页次Page No.： 第73页共83页,mixed,paragraph,header_footer,
p073_b0004,73,7.6,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,
p073_b0006,73,8.0,"8.0 测量、分析和改进Measurement, analysis and improvement",mixed,heading,standalone,
p073_b0007,73,8.1,8.1 总则General,mixed,heading,standalone,
p073_b0009,73,8.1,监控、测量、分析和改进过程（包括对适用方法、统计技术及其应用程度）均予以策划和实施以,zh,paragraph,paired,chunk_022_pair_002
p073_b0010,73,8.1,"The monitoring, measurement, analysis and improvement processes (including determination of applicable methods, statistical techniques and the extent of their use) are planned and implemented to a) 证实产品的符合性﹔",mixed,paragraph,paired,chunk_022_pair_002
p073_b0011,73,8.1,"demonstrate conformity of the product, b) 确保质量管理体系的符合性，及",mixed,paragraph,paired,chunk_022_pair_002
p073_b0012,73,8.1,"ensure conformity of the Quality Management System, and c) 持续改进质量管理体系的有效性。",mixed,paragraph,paired,chunk_022_pair_002
p073_b0013,73,8.1,continually improve the effectiveness of the Quality Management System.,en,paragraph,paired,chunk_022_pair_002
p074_b0001,74,8.1,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p074_b0002,74,8.1,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p074_b0003,74,8.1,页次Page No.： 第74页共83页,mixed,paragraph,header_footer,
p074_b0004,74,8.1,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,
p074_b0006,74,8.2,8.2 监控和测量Monitoring and measuring,mixed,heading,standalone,
p074_b0008,74,8.2.1,8.2.1 反馈/客户满意Feedback/Customer satisfaction,mixed,heading,standalone,
p074_b0009,74,8.2.1,作为对质量管理体系业绩的一种测量，与以下方面相关的信息均予以监控,zh,paragraph,paired,chunk_022_pair_003
p074_b0010,74,8.2.1,"As one of the measurements of the performance of the Quality Management System, the information relating to the following is monitored a) 是否已满足客户的要求，及/或",mixed,paragraph,paired,chunk_022_pair_003
p074_b0011,74,8.2.1,"whether the Group has met customer requirements, and/or b) 客户对集团公司印象中，集团公司是否已满足其要求",mixed,paragraph,paired,chunk_022_pair_003
p074_b0012,74,8.2.1,customer perception as to whether the Group has met customer requirements,en,paragraph,paired,chunk_022_pair_003
p074_b0013,74,8.2.1,获取和利用这种信息的方法，如拜访客户、电话或电邮调查，由市场总监确定。,zh,paragraph,paired,chunk_022_pair_004
p074_b0014,74,8.2.1,"The methods, such as visiting customers or by phone or e-mail surveys, for obtaining information are determined by the Marketing Director. 集团公司应建立反馈系统的形成文件的程序，该反馈过程应包括从生产和生产后活动中 收集数据的规定。",mixed,paragraph,paired,chunk_022_pair_004
p074_b0015,74,8.2.1,The Group shall document procedures for the feedback process. This feedback process shall include provisions to gather data from production as well as post-production activities.,en,paragraph,paired,chunk_022_pair_004
p074_b0016,74,8.2.1,从反馈过程中收集的信息应用作为监视和保持产品要求的风险管理的潜在输入以及产品 实现或改进过程的潜在输入。,zh,paragraph,paired,chunk_022_pair_005
p074_b0017,74,8.2.1,The information gathered in the feedback process shall serve as potential input into risk management for monitoring and maintaining the product requirements as well as the product realization or improvement processes.,en,paragraph,paired,chunk_022_pair_005
p074_b0018,74,8.2.1,对从生产后阶段获取的经验的评审构成反馈系统的一部分。,zh,paragraph,paired,chunk_022_pair_006
p074_b0019,74,8.2.1,The review of the experience gained from the post-production phase forms part of the feedback system.,en,paragraph,paired,chunk_022_pair_006
p074_b0020,74,8.2.2,8.2.2 投诉处置Complaint handling,mixed,heading,standalone,
p074_b0021,74,8.2.2,集团公司应按照0.4.1 所列标准及0.4.2 所列适用的法规要求将及时处置投诉的程序形成 文件。,zh,paragraph,paired,chunk_022_pair_007
p074_b0022,74,8.2.2,The Group shall document procedures for timely complaint handling in accordance with applicable regulatory requirements (see 0.4.1 and 0.4.2). 这些程序应包括对以下方面的最低要求和职责：,mixed,paragraph,paired,chunk_022_pair_007
p074_b0023,74,8.2.2,These procedures shall include at a minimum requirements and responsibilities for: a) 接收和记录信息；,mixed,paragraph,paired,chunk_022_pair_007
p074_b0024,74,8.2.2,Receiving and recording information;,en,paragraph,paired,chunk_022_pair_007
p075_b0001,75,8.2.2,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p075_b0002,75,8.2.2,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p075_b0003,75,8.2.2,页次Page No.： 第75页共83页,mixed,paragraph,header_footer,
p075_b0004,75,8.2.2,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,
p075_b0006,75,8.2.2,b) 评价信息以确定反馈是否构成投诉；,mixed,paragraph,paired,chunk_022_pair_008
p075_b0007,75,8.2.2,Evaluating information to determine if the feedback constitutes a complaint; c) 调查投诉；,mixed,paragraph,paired,chunk_022_pair_008
p075_b0008,75,8.2.2,Investigating complaints; d) 确定是否需要向适当的监管机构报告信息；,mixed,paragraph,paired,chunk_022_pair_009
p075_b0009,75,8.2.2,Determining the need to report the information to the appropriate regulatory authorities; e) 处置与投诉有关的产品；,mixed,paragraph,paired,chunk_022_pair_009
p075_b0010,75,8.2.2,Handling of complaint-related product; f) 确定是否需要启动纠正或纠正措施。,mixed,paragraph,paired,chunk_022_pair_010
p075_b0011,75,8.2.2,Determining the need to initiate corrections or corrective actions. 如果有任何投诉未经调查，应记录理由。应记录由投诉处置过程形成的任何纠正或纠正措 施。,mixed,paragraph,paired,chunk_022_pair_010
p075_b0012,75,8.2.2,"If any complaint is not investigated, justification shall be documented. Any correction or corrective action resulting from the complaint handling process shall be documented. 如果一项调查确定是组织外的活动导致了投诉，则应在组织和所涉及的外部方之间交换 相关信息。",mixed,paragraph,paired,chunk_023_pair_001
p075_b0013,75,8.2.2,"If an investigation determines activities outside the organization contributed to the complaint, relevant information shall be exchanged between the organization and the external party involved. 应保留投诉处置记录（见4.2.5）",mixed,paragraph,paired,chunk_023_pair_002
p075_b0014,75,8.2.2,Records of reporting to regulatory authorities shall be maintained (see 4.2.5).,en,paragraph,missing_chinese,chunk_023_pair_003
p075_b0016,75,8.2.3,8.2.3 向监管机构报告Reporting to regulatory authorities,mixed,heading,paired,chunk_023_pair_004
p075_b0017,75,8.2.3,如果0.4.2 所列的适用的法规有要求，将符合不良事件报告准则的投诉或发布的忠告性通 知报告，则组织应将向有关的监管机构报告的程序形成文件。,zh,paragraph,paired,chunk_023_pair_005
p075_b0018,75,8.2.3,"If applicable regulatory requirements (see 0.4.2) require notification of complaints that meet specified reporting criteria of adverse events or issuance of advisory notices, the organization shall document procedures for providing notification to the appropriate regulatory authorities. 应保留向监管机构报告的记录（见4.2.5）",mixed,paragraph,paired,chunk_023_pair_006
p075_b0019,75,8.2.3,Records of reporting to regulatory authorities shall be maintained (see 4.2.5).,en,paragraph,paired,chunk_023_pair_006
p075_b0020,75,8.2.4,8.2.4 内部审核Internal audit,mixed,heading,paired,chunk_023_pair_007
p075_b0021,75,8.2.4,按计划的时间间隔进行内部审核以确定质量管理体系是否：,zh,paragraph,paired,chunk_023_pair_008
p075_b0022,75,8.2.4,Internal audits are conducted at planned intervals to determine whether the Quality Management System:,en,paragraph,paired,chunk_023_pair_008
p076_b0001,76,8.2.4,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p076_b0002,76,8.2.4,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p076_b0003,76,8.2.4,页次Page No.： 第76页共83页,mixed,paragraph,header_footer,chunk_023_pair_009
p076_b0004,76,8.2.4,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,chunk_023_pair_010
p076_b0006,76,8.2.4,a) 符合策划并形成文件的安排、0.4.1 所列标准的要求、0.4.2 所列适用法规的要求及本质,mixed,paragraph,paired,chunk_023_pair_011
p076_b0007,76,8.2.4,量手册所描述的质量管理体系要求；,zh,paragraph,paired,chunk_023_pair_011
p076_b0008,76,8.2.4,"Comply with plan and produce documents which fulfill the specifications stated in section 0.4.1, regulations stated in section 0.4.2 and the quality management system requirement mentioned in this quality manual b) 得到有效地实施和保持。",mixed,paragraph,paired,chunk_023_pair_012
p076_b0009,76,8.2.4,Is effectively implemented and maintained. 策划了一个审核方案，考虑拟审核的过程和区域的状况和重要性，以及以往审核的结果。 审核准则以0.4.1 所列的标准为基础。根据内部审核程序，本手册所描述的整个质量管理 体系应至少每年审核2 次。审核员的选择和审核的实施，审核过程的客观性和公证性均得 到确保。审核员不得审核自己的工作。,mixed,paragraph,paired,chunk_023_pair_013
p076_b0010,76,8.2.4,"An audit program is planned, taking into consideration of the status and importance of the",en,paragraph,paired,chunk_023_pair_013
p076_b0011,76,8.2.4,"processes and areas to be audited, as well as the results of previous audits. The audit criteria are based on the specifications listed in section 0.4.1. The whole Quality Management System described in this Quality Manual is audited at least twice a year according to the internal quality procedure. Selection of auditors and conduct of audits are such that objectivity and impartiality of the audit process are ensured. Auditors are not allowed to audit their own work. 审核包括评估：",mixed,paragraph,paired,chunk_023_pair_014
p076_b0012,76,8.2.4,Audits include the evaluation of:,en,paragraph,paired,chunk_023_pair_014
p076_b0013,76,8.2.4,a) 活动、过程和工作区域,mixed,paragraph,paired,chunk_023_pair_015
p076_b0014,76,8.2.4,"Activities, processes, and work areas. b) 质量实践，体系程序和工作指引",mixed,paragraph,paired,chunk_023_pair_016
p076_b0015,76,8.2.4,"Quality practices, system procedures and work instructions c) 证明文件及记录等",mixed,paragraph,paired,chunk_023_pair_017
p076_b0016,76,8.2.4,"Certification documents and records, etc. 部门负责人确保及时采取措施以消除在各自负责区域所发现的不合格及其原因。",mixed,paragraph,paired,chunk_023_pair_018
p076_b0017,76,8.2.4,Department heads are responsible to ensure that actions are taken without undue delay to eliminate the nonconformities identified in their responsible areas and their causes 管理者代表应对所采取措施的验证及验证结果的报告。(见8.5.2),mixed,paragraph,paired,chunk_023_pair_019
p076_b0018,76,8.2.4,The Management Representative is responsible for the verification of the actions taken and the reporting of verification results (see 8.5.2).,en,paragraph,paired,chunk_023_pair_019
p076_b0020,76,8.2.5,8.2.5 过程的监控和测量Monitoring and measurement of processes,mixed,heading,paired,chunk_023_pair_020
p076_b0021,76,8.2.5,采用适宜的方法对质量管理体系过程进行监控，并在适当时进行测量。这些方法应证实过 程实现所策划的结果的能力。当未能达到所策划的结果时，应采取适当的纠正和纠正措施， 以确保产品的符合性。,zh,paragraph,paired,chunk_023_pair_021
p077_b0001,77,8.2.5,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p077_b0002,77,8.2.5,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p077_b0003,77,8.2.5,页次Page No.： 第77页共83页,mixed,paragraph,header_footer,chunk_023_pair_022
p077_b0004,77,8.2.5,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,chunk_023_pair_023
p077_b0006,77,8.2.5,"Suitable methods are applied for monitoring and, where applicable, measurement of the Quality Management System processes. These methods demonstrate the ability of the processes to achieve planned results. When planned results are not achieved, appropriate correction and corrective action are taken, to ensure conformity of the product.",en,paragraph,paired,chunk_023_pair_021
p077_b0008,77,8.2.6,8.2.6 产品的监视和测量Monitoring and measurement of product,mixed,heading,paired,chunk_023_pair_024
p077_b0009,77,8.2.6,在产品实现过程的适当阶段，根据所策划的安排和形成文件的程序对产品的特性予以监 控和测量以验证产品要求已得到满足。这种监视和测量应依据策划并形成文件的安排和 形成文件的程序，在产品实现过程的适当阶段进行。,zh,paragraph,paired,chunk_023_pair_025
p077_b0010,77,8.2.6,The Group shall monitor and measure the characteristics of the product to verify that product,en,paragraph,paired,chunk_023_pair_025
p077_b0011,77,8.2.6,requirements have been met. This shall be carried out at applicable stages of the product realization process in accordance with the planned and documented arrangements and documented procedures. 保持符合接收准则的证据。对有权放行产品的人员予以记录（见4.2.5）。适当时，记录 应识别用于执行测量活动的检测设备,mixed,paragraph,paired,chunk_023_pair_025
p077_b0012,77,8.2.6,"Evidence of conformity to the acceptance criteria shall be maintained. The identity of the person authorizing release of product shall be recorded (see 4.2.5). As appropriate, records shall identify the test equipment used to perform measurement activities. 只有在策划的安排已圆满完成时，才能放行产品。如果，万一货期紧急，必须得到客户的 批准才能在测试完成之前放行产品并且测试必须在产品使用之前完成。",mixed,paragraph,paired,chunk_024_pair_001
p077_b0013,77,8.2.6,"Product release and service delivery shall not proceed until the planned and documented arrangements have been satisfactorily completed. If, in case of urgent delivery, products are shipped before completion of testing, it must be approved by the customer and test must be completed before the products are used.",en,paragraph,paired,chunk_024_pair_001
p077_b0014,77,8.2.6,有源植入性医疗器械和植入性医疗器械的专用要求（不适用）,zh,paragraph,paired,chunk_024_pair_002
p077_b0015,77,8.2.6,Particular requirement for active implantable devices and implantable device(Not,en,paragraph,paired,chunk_024_pair_002
p077_b0016,77,8.2.6,Applicable),en,paragraph,paired,chunk_024_pair_002
p077_b0017,77,8.2.7,8.2.7 辅助程序Supporting Procedures,mixed,heading,standalone,
p077_b0019,77,8.2.7,QSP0801 来料检查Incoming Inspection,mixed,paragraph,standalone,
